tuple
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'All', 'All', 1, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Monroe', 'Personal Residential - Excess Private Flood', 22378, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Monroe', 'Personal Residential - Farmowners', 22379, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Monroe', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 22380, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Monroe', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 22381, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Monroe', 'Personal Residential - Mobile Homeowners', 22382, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Monroe', 'Personal Residential - Mobile Homeowners - WIND ONLY', 22383, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Monroe', 'Personal Residential - Primary Private Flood', 22384, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Monroe', 'Personal Residential - Tenants', 22385, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Monroe', 'Personal Residential - Tenants - WIND ONLY', 22386, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Nassau', 'All', 22387, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Nassau', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 22388, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Nassau', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 22389, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Nassau', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 22390, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Nassau', 'Commercial Residential - Allied Lines (Condo Associations Only)', 22391, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Nassau', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 22392, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Nassau', 'Commercial Residential - CMP (Condo Associations Only)', 22393, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Nassau', 'Commercial Residential - CMP (Excl Condo Associations)', 22394, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Nassau', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 22395, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Nassau', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 22396, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Nassau', 'Personal Residential - Allied Lines', 22397, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Nassau', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 22398, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Nassau', 'Personal Residential - Condominium Unit Owners', 22399, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Nassau', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 22400, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Nassau', 'Personal Residential - Dwelling/Fire', 22401, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Nassau', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 22402, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Nassau', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 22403, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Nassau', 'Personal Residential - Excess Private Flood', 22404, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Nassau', 'Personal Residential - Farmowners', 22405, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Nassau', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 22406, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Nassau', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 22407, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Nassau', 'Personal Residential - Mobile Homeowners', 22408, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Nassau', 'Personal Residential - Mobile Homeowners - WIND ONLY', 22409, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Nassau', 'Personal Residential - Primary Private Flood', 22410, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Nassau', 'Personal Residential - Tenants', 22411, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Nassau', 'Personal Residential - Tenants - WIND ONLY', 22412, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okaloosa', 'All', 22413, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okaloosa', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 22414, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okaloosa', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 22415, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okaloosa', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 22416, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okaloosa', 'Commercial Residential - Allied Lines (Condo Associations Only)', 22417, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okaloosa', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 22418, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okaloosa', 'Commercial Residential - CMP (Condo Associations Only)', 22419, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okaloosa', 'Commercial Residential - CMP (Excl Condo Associations)', 22420, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okaloosa', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 22421, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okaloosa', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 22422, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okaloosa', 'Personal Residential - Allied Lines', 22423, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okaloosa', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 22424, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okaloosa', 'Personal Residential - Condominium Unit Owners', 22425, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okaloosa', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 22426, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okaloosa', 'Personal Residential - Dwelling/Fire', 22427, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okaloosa', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 22428, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okaloosa', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 22429, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okaloosa', 'Personal Residential - Excess Private Flood', 22430, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okaloosa', 'Personal Residential - Farmowners', 22431, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okaloosa', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 22432, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okaloosa', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 22433, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okaloosa', 'Personal Residential - Mobile Homeowners', 22434, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okaloosa', 'Personal Residential - Mobile Homeowners - WIND ONLY', 22435, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okaloosa', 'Personal Residential - Primary Private Flood', 22436, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okaloosa', 'Personal Residential - Tenants', 22437, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okaloosa', 'Personal Residential - Tenants - WIND ONLY', 22438, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okeechobee', 'All', 22439, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okeechobee', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 22440, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okeechobee', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 22441, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okeechobee', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 22442, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okeechobee', 'Commercial Residential - Allied Lines (Condo Associations Only)', 22443, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okeechobee', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 22444, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okeechobee', 'Commercial Residential - CMP (Condo Associations Only)', 22445, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okeechobee', 'Commercial Residential - CMP (Excl Condo Associations)', 22446, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okeechobee', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 22447, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okeechobee', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 22448, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okeechobee', 'Personal Residential - Allied Lines', 22449, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okeechobee', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 22450, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okeechobee', 'Personal Residential - Condominium Unit Owners', 22451, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okeechobee', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 22452, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okeechobee', 'Personal Residential - Dwelling/Fire', 22453, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okeechobee', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 22454, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okeechobee', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 22455, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okeechobee', 'Personal Residential - Excess Private Flood', 22456, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okeechobee', 'Personal Residential - Farmowners', 22457, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okeechobee', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 22458, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okeechobee', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 22459, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okeechobee', 'Personal Residential - Mobile Homeowners', 22460, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okeechobee', 'Personal Residential - Mobile Homeowners - WIND ONLY', 22461, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okeechobee', 'Personal Residential - Primary Private Flood', 22462, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okeechobee', 'Personal Residential - Tenants', 22463, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Okeechobee', 'Personal Residential - Tenants - WIND ONLY', 22464, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Orange', 'All', 22465, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Orange', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 22466, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Orange', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 22467, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Orange', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 22468, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Orange', 'Commercial Residential - Allied Lines (Condo Associations Only)', 22469, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Orange', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 22470, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Orange', 'Commercial Residential - CMP (Condo Associations Only)', 22471, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Orange', 'Commercial Residential - CMP (Excl Condo Associations)', 22472, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Orange', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 22473, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Orange', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 22474, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Orange', 'Personal Residential - Allied Lines', 22475, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Orange', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 22476, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Orange', 'Personal Residential - Condominium Unit Owners', 22477, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Orange', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 22478, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Orange', 'Personal Residential - Dwelling/Fire', 22479, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Orange', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 22480, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Orange', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 22481, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Orange', 'Personal Residential - Excess Private Flood', 22482, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Orange', 'Personal Residential - Farmowners', 22483, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Orange', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 22484, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Orange', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 22485, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Orange', 'Personal Residential - Mobile Homeowners', 22486, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Orange', 'Personal Residential - Mobile Homeowners - WIND ONLY', 22487, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Orange', 'Personal Residential - Primary Private Flood', 22488, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Orange', 'Personal Residential - Tenants', 22489, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Orange', 'Personal Residential - Tenants - WIND ONLY', 22490, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Osceola', 'All', 22491, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Osceola', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 22492, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Osceola', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 22493, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Osceola', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 22494, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Osceola', 'Commercial Residential - Allied Lines (Condo Associations Only)', 22495, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Osceola', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 22496, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Osceola', 'Commercial Residential - CMP (Condo Associations Only)', 22497, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Osceola', 'Commercial Residential - CMP (Excl Condo Associations)', 22498, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Osceola', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 22499, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Osceola', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 22500, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Osceola', 'Personal Residential - Allied Lines', 22501, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Osceola', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 22502, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Osceola', 'Personal Residential - Condominium Unit Owners', 22503, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Osceola', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 22504, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Osceola', 'Personal Residential - Dwelling/Fire', 22505, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Osceola', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 22506, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Osceola', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 22507, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Osceola', 'Personal Residential - Excess Private Flood', 22508, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Osceola', 'Personal Residential - Farmowners', 22509, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Osceola', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 22510, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Osceola', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 22511, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Osceola', 'Personal Residential - Mobile Homeowners', 22512, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Osceola', 'Personal Residential - Mobile Homeowners - WIND ONLY', 22513, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Osceola', 'Personal Residential - Primary Private Flood', 22514, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Osceola', 'Personal Residential - Tenants', 22515, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Osceola', 'Personal Residential - Tenants - WIND ONLY', 22516, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Palm Beach', 'All', 22517, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Palm Beach', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 22518, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Palm Beach', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 22519, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Palm Beach', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 22520, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Palm Beach', 'Commercial Residential - Allied Lines (Condo Associations Only)', 22521, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Palm Beach', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 22522, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Palm Beach', 'Commercial Residential - CMP (Condo Associations Only)', 22523, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Palm Beach', 'Commercial Residential - CMP (Excl Condo Associations)', 22524, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Palm Beach', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 22525, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Palm Beach', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 22526, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Palm Beach', 'Personal Residential - Allied Lines', 22527, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Palm Beach', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 22528, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Palm Beach', 'Personal Residential - Condominium Unit Owners', 22529, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Palm Beach', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 22530, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Palm Beach', 'Personal Residential - Dwelling/Fire', 22531, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Palm Beach', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 22532, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Palm Beach', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 22533, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Palm Beach', 'Personal Residential - Excess Private Flood', 22534, 10)"
"('2021', 'Quarter 1 (01/01/2021-03/31/2021)', 'Palm Beach', 'Personal Residential - Farmowners', 22535, 10)"
